"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Upper middle income","UMC","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","113852259129.338","115387626923.988","126400240832.342","134528160673.841","141654851900.776","150238239920.98","166185495978.034","180743777200.983","190811225456.297","204665902074.692","222633457607.181","245336421801.277","282579548512.038","350426162108.575","436528333957.353","508218234218.377","556131742421.694","619995099634.119","671355898758.795","803622560081.421","927481356939.061","1049430753431.14","1038179392576.61","1014470678623.8","1056132369194.9","1096770812266.88","1164690694861.29","1131176933304.78","1222693847783.83","1261670614980.86","1452147139137.77","1599068599264.8","1490280060194.66","1668929277068.93","1837875235755.32","2066235171495.84","2255280924185.24","2410342807752.9","2386760967691.4","2226958284576.29","2443956981670.24","2469693480071.37","2543627151898.74","2780056337423.14","3235116000967.53","3842923999452.53","4439858668187.1","5418751481686.82","6452447795095.35","6311425710035.94","7455074618231.35","8826659018025.59","9506621244791.88","10182682877631.6","10633121333712.7","9817643809479.18","9835591474671.36","10687280835635",
"Uruguay","URY","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","925291295.407814","1028661860.38333","1198765976.20097","1070508160.97271","1409530549.65794","1236404714.18043","1169011183.54032","1049903774.69942","1114925772.25323","1377419354.83871","1736290322.58065","1868951612.90323","1515374152.73555","2151312895.86082","2929356386.51407","2497461792.71233","2389644208.93263","2820213184.92598","3278203253.01785","4905458177.95372","7703499586.66299","7512169586.68804","6192394591.90229","3527248820.39109","3350294221.31096","3242269366.12757","4030442304.8985","5160028733.33865","5653449853.28082","5890131331.11604","6533927899.5793","7853187292.46171","9299209534.51468","10893958285.7578","12734146989.4328","14059724838.5573","14799354599.9649","17954303956.8726","18928909510.213","18209681946.8574","17460811035.0755","15858045003.0407","9982407762.14894","8395679825.72752","9413268215.35824","12055959364.5061","13829113785.3398","16392840258.191","21068341629.5532","21094848068.061","26974306296.8299","32019707935.0944","34363895138.4991","38548648630.9663","38407136539.6197","35603930275.1085","34846651671.275","37517917889.3588",
"United States","USA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","331600000000","342000000000","363100000000","382500000000","411200000000","443600000000","480600000000","507400000000","557400000000","604500000000","647688000000","700990000000","769431000000","851143000000","931999000000","1032755000000","1150172000000","1276673000000","1426173000000","1589496000000","1754616000000","1937512000000","2073913000000","2286519000000","2498155000000","2722674000000","2898411000000","3092050000000","3346889000000","3592814000000","3825630000000","3960151000000","4215654000000","4471002000000","4741018000000","4984178000000","5268071000000","5560720000000","5903033000000","6307022000000","6792396000000","7103104000000","7384053000000","7765529000000","8260018000000","8794112000000","9303992000000","9750505000000","10013648000000","9846968000000","10202191000000","10689299000000","11050627000000","11361174000000","11863669000000","12332257000000","12820694000000","",
"Uzbekistan","UZB","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8203963004.87943","7696666666.66667","9266443148.68805","6202528311.55521","7844460792.1107","6472681978.3156","7361651696.60679","7987006037.73585","7758272650.29636","9295657092.42619","7621115072.48827","6197578855.99204","5818566817.93948","5631831298.30955","6453329277.86499","7626854653.44044","9732924392.0848","10687157691.4553","13240730664.2402","15981795417.639","19273057755.1819","22662159103.2768","26717757363.4468","29079376038.1862","33551685058.9823","36261861845.2564","37490769387.6402","28694717044.5924",
"St. Vincent and the Grenadines","VCT","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","4880818181.81818","5028242424.24242","5515454545.45455","5896969696.9697","4934204545.45455","5333044444.44444","5612600000","5849133333.33333","6279222222.22222","6515755555.55556","6687800000","7389613636.36364","8313318181.81818","9654372093.02325","12152372093.0233","15302976744.186","18386069767.4419","21761720930.2326","25790023255.814","30200860465.1163","36772139534.8837","43658488372.093","47776790697.6744","53132837209.3023","35434942857.1429","37071613333.3333","40273271604.9383","30054855172.4138","39891241379.3103","27253665706.0519","29203650319.8294","34435077464.7887","40710891812.8655","42388307268.7225","39601171043.771","52039078619.9095","43173853822.1903","44228561195.2517","52634448502.5566","56251530460.6241","60618691176.4706","67484841785.2701","49737388233.2673","45809060553.2021","55345470311.426","68026054646.3776","86226651141.1272","117778001397.299","162720879418.073","207372593024.34","219774405475.426","174577590515.935","225999167230.084","241487514289.49","363166412431.177","","","",
"British Virgin Islands","VGB","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1651000000","1738000000","1872000000","2096000000","2280000000","2280000000","2311000000","2368000000","2428000000","2524000000","2528000000","2526000000","2521000000","2586000000","","",
"Vietnam","VNM","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5521006846.64896","5485129886.85845","7864823380.06759","7939779663.81104","10002857058.6958","12159954359.1615","15264307280.3658","18355510699.4003","19265447592.1263","19288589086.524","19690816746.6462","20716484150.2066","21197994315.4056","22824503419.6145","26206442309.7686","29563444684.3643","37743246359.3178","43200150053.9256","52724893473.3509","70257847843.0891","72613240628.0138","77166250897.1525","89926839673.8137","100502256577.684","112077308430.974","122533431057.31","131329929034.672","140701978000.384","152245722189.126",
"Vanuatu","VUT","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","61084843.5141391","73526151.3655145","74383205.0701675","76216892.6743621","77961565.4216242","94593300.5190278","89786456.6277727","100111054.16026","118239613.180516","121463595.315366","113660851.613328","128052918.68906","139691912.479596","143950447.103895","150081988.435315","199784343.325426","212380398.992834","193965125.799803","197347096.774194","185390195.138877","216254791.749189","247463994.990607","260037456.817562","270081199.702099","308705308.114704","337832636.95771","349875586.467405","424463757.587265","476040916.874187","477625151.801376","489896078.483222","502206101.263293","","","",
"World","WLD","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","1744563628636.88","1930650151120.64","2219178065994.19","2667039914526","3056279198534.37","3463547907982.6","3749196192247.28","4248554681989.18","4986028499659.73","5783688980970.96","6535098750804.59","6723156088070.11","6785244219293.58","6990355758862.19","7205150627038.73","7599330897069.58","8988405949072.1","10182707266535.9","11312028505102.5","11740920379958.6","13247956389298.7","14065407394424","14990785788074.8","15338574765969.7","16497535160793.6","18203132984179.6","18701062531289.9","18684778894657.9","18769732984026.7","19534585287014.4","20134758144883.1","20208415526258.8","20987722483988.2","23382502977177.3","26011271141845.9","27986949022323.7","29967823205114.7","33424988802813","36404541961678.6","35113887354598.9","37829702381815.1","41669616592079.3","42599503061040","43842776690352","45092669978947.3","42918260840094","43799056119608.8","",
"Samoa","WSM","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kosovo","XKX","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3507243758.62501","4337530796.60553","5145012450.56394","4936787996.66574","5025430463.57616","5526827912.14901","5427598612.36027","5932554434.41317","6396444208.57105","5505156925.80681","5800442477.87611","5997633536.17309",
"Yemen, Rep.","YEM","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4346526717.55725","5260606060.60606","5305454000.59934","4805449311.12482","3336272445.82043","3551376448.35237","4156478664.48241","4692750955.24651","5101360604.32036","5259269962.36787","5811078544.13238","6444217178.90343","7206844128.11388","7897436875.84493","9189791964.32437","10749024067.7732","13245027130.2801","16142732993.1195","20623029551.8416","20892807228.3158","24998173869.484","27516052385.4069","31318704086.2561","34997594117.9208","37544325003.4902","33793140676.6253","19643832142.8571","",
"South Africa","ZAF","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","4685706285.87428","4853702925.94148","5097298054.03892","5515889682.20636","6108077838.44323","6584068318.63363","7151056978.86042","7767044659.10682","8587428251.43497","9622007559.8488","10830183396.3321","12118288590.604","12591388057.7599","16325648414.9856","19599705665.9308","21714672075.7268","20880864765.4094","23137074517.0193","25813017479.3008","30952494061.7577","42190549563.4309","48713995458.3483","46519374575.119","50928070015.4982","50036968576.7098","38732786712.9192","46718109733.383","62562392042.4087","69843596193.8095","75191820934.0414","70888571097.2829","76669684568.8625","84250350631.136","82588364904.979","86957868649.3185","97504342312.0399","92346661084.3626","96629991319.4445","87576831937.4853","86630657173.2548","86058099657.0506","76471620694.8658","70350687015.6421","106123970547.411","141635684274.175","159683737307.051","168122266225.322","183856316625.085","172303282959.875","176867799743.991","221495725328.453","248320234479.05","241611251623.04","222190746316.138","210434527138.431","189579435019.254","175802195644.784","207647969360.545",
